kind,task,language,slug,baseline,macro_f1,selected_count,judge_label_correctness,judge_quality_score,score_C,score_L,score_H,hard_reject_rate,path
selection,news_topic_classification,swa,b64_m3_s13,cosda_rerank_v2,,64,0.9187500000000001,0.72578125,0.655066042591352,0.00034131783810159154,0.06769864588177738,0.15625,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/news_topic_classification/swa/b64_m3_s13/selected/cosda_rerank_v2.jsonl
selection,news_topic_classification,swa,b64_m3_s13,deita_style,,64,0.884375,0.715625,0.5896723794314311,0.0006767343764331634,0.08944937672021398,0.484375,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/news_topic_classification/swa/b64_m3_s13/selected/deita_style.jsonl
selection,news_topic_classification,swa,b64_m3_s13,naive,,64,0.790625,0.64140625,0.5193032826937269,0.0006913215995767419,0.07406787949816904,0.671875,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/news_topic_classification/swa/b64_m3_s13/selected/naive.jsonl
selection,news_topic_classification,yor,b64_m3_s13,alpagasus_style,,64,0.865625,0.74609375,0.6399887985608075,0.019464009539680006,0.06271026862453968,0.171875,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/news_topic_classification/yor/b64_m3_s13/selected/alpagasus_style.jsonl
selection,news_topic_classification,yor,b64_m3_s13,cosda_equal_budget,,64,0.74375,0.68984375,0.674806049396284,0.003555377246743396,0.060898392872509435,0.015625,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/news_topic_classification/yor/b64_m3_s13/selected/cosda_equal_budget.jsonl
selection,news_topic_classification,yor,b64_m3_s13,cosda_rerank_v2,,64,0.8562500000000001,0.74140625,0.656266784586478,0.004036635903688774,0.06548252490674317,0.0625,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/news_topic_classification/yor/b64_m3_s13/selected/cosda_rerank_v2.jsonl
selection,news_topic_classification,yor,b64_m3_s13,deita_style,,64,0.8203125,0.725,0.6096899245167151,0.01911997759093603,0.06933719301282269,0.296875,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/news_topic_classification/yor/b64_m3_s13/selected/deita_style.jsonl
selection,news_topic_classification,yor,b64_m3_s13,naive,,64,0.6687500000000001,0.6328125,0.560958652565023,0.002923453309170686,0.06342394191502183,0.5,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/news_topic_classification/yor/b64_m3_s13/selected/naive.jsonl
selection,sentiment_classification,amh,b64_m3_s13,alpagasus_style,,64,0.8703125,0.75078125,0.6994840019789991,0.0,0.0439250542453101,0.140625,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/amh/b64_m3_s13/selected/alpagasus_style.jsonl
selection,sentiment_classification,amh,b64_m3_s13,cosda_equal_budget,,64,0.85,0.7296875,0.7339806956704706,0.0,0.03705638939958025,0.0,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/amh/b64_m3_s13/selected/cosda_equal_budget.jsonl
selection,sentiment_classification,amh,b64_m3_s13,cosda_rerank_v2,,64,0.8859375,0.7453125,0.7284208583063446,0.0,0.03944924888596299,0.046875,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/amh/b64_m3_s13/selected/cosda_rerank_v2.jsonl
selection,sentiment_classification,amh,b64_m3_s13,deita_style,,64,0.8578125,0.74296875,0.6774716938496568,0.0,0.046162875727704854,0.21875,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/amh/b64_m3_s13/selected/deita_style.jsonl
selection,sentiment_classification,amh,b64_m3_s13,naive,,64,0.7703125,0.65859375,0.604794782656245,0.0,0.04671901828774051,0.515625,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/amh/b64_m3_s13/selected/naive.jsonl
selection,sentiment_classification,hau,b64_m3_s13,alpagasus_style,,64,0.921875,0.78671875,0.7389755524578504,0.0005387931034482759,0.07105775478949494,0.015625,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/hau/b64_m3_s13/selected/alpagasus_style.jsonl
selection,sentiment_classification,hau,b64_m3_s13,cosda_equal_budget,,64,0.9125,0.7671875,0.7474505019141361,0.0,0.06750386802114347,0.0,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/hau/b64_m3_s13/selected/cosda_equal_budget.jsonl
selection,sentiment_classification,hau,b64_m3_s13,cosda_rerank_v2,,64,0.9343750000000001,0.78671875,0.7515764571377076,0.0005387931034482759,0.06489588605438473,0.0,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/hau/b64_m3_s13/selected/cosda_rerank_v2.jsonl
selection,sentiment_classification,hau,b64_m3_s13,deita_style,,64,0.890625,0.7734375,0.7161411075969227,0.0005387931034482759,0.0699719506691329,0.015625,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/hau/b64_m3_s13/selected/deita_style.jsonl
selection,sentiment_classification,hau,b64_m3_s13,naive,,64,0.853125,0.72734375,0.6725127151294146,0.0012828407224958949,0.07666525703790512,0.21875,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/hau/b64_m3_s13/selected/naive.jsonl
selection,sentiment_classification,swa,b64_m3_s13,alpagasus_style,,64,0.8953125000000001,0.75703125,0.7012069899297786,0.0,0.07038214754370621,0.015625,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/swa/b64_m3_s13/selected/alpagasus_style.jsonl
selection,sentiment_classification,swa,b64_m3_s13,cosda_equal_budget,,64,0.878125,0.73671875,0.724139575380832,0.0,0.0617532151958567,0.0,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/swa/b64_m3_s13/selected/cosda_equal_budget.jsonl
selection,sentiment_classification,swa,b64_m3_s13,cosda_rerank_v2,,64,0.9375,0.75703125,0.715884741966147,0.0,0.0588313209189839,0.015625,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/swa/b64_m3_s13/selected/cosda_rerank_v2.jsonl
selection,sentiment_classification,swa,b64_m3_s13,deita_style,,64,0.8765625,0.75,0.7076676209631841,0.0,0.070306093238894,0.015625,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/swa/b64_m3_s13/selected/deita_style.jsonl
selection,sentiment_classification,swa,b64_m3_s13,naive,,64,0.846875,0.703125,0.6430176467227284,0.0,0.06992041053159871,0.3125,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/swa/b64_m3_s13/selected/naive.jsonl
selection,sentiment_classification,yor,b64_m3_s13,alpagasus_style,,64,0.9015625,0.771875,0.6925588868325576,0.02412516704545748,0.08330554423764519,0.03125,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/yor/b64_m3_s13/selected/alpagasus_style.jsonl
selection,sentiment_classification,yor,b64_m3_s13,cosda_equal_budget,,64,0.925,0.75703125,0.7164197818725371,0.014239931641693977,0.06349725407206981,0.0,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/yor/b64_m3_s13/selected/cosda_equal_budget.jsonl
selection,sentiment_classification,yor,b64_m3_s13,cosda_rerank_v2,,64,0.953125,0.76796875,0.7127350960741752,0.018154676428211617,0.05962113504860584,0.0,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/yor/b64_m3_s13/selected/cosda_rerank_v2.jsonl
selection,sentiment_classification,yor,b64_m3_s13,deita_style,,64,0.9109375000000001,0.7640625,0.696515492850449,0.021520033662062982,0.08307970783421356,0.046875,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/yor/b64_m3_s13/selected/deita_style.jsonl
selection,sentiment_classification,yor,b64_m3_s13,naive,,64,0.8484375000000001,0.71171875,0.6515008894493803,0.018621342011862996,0.06895882941353208,0.25,/mnt/cosda/runs/aws_vllm_revised_select1_v2_full_20260521/sentiment_classification/yor/b64_m3_s13/selected/naive.jsonl
